"Hour","Year","Location","Temperature","Humidity","WindSpeed","Week","Percentage_Occupied","Months"
10,2020,"Hereford St",17,47,19,"Weekday",55,"Oct"
10,2020,"Lichfield St ",17,47,19,"Weekday",64,"Oct"
11,2020,"Lichfield",19,47,17,"Weekday",46,"Oct"
11,2020,"Art gallery",19,47,17,"Weekday",100,"Oct"
11,2020,"Lichfield St ",19,47,17,"Weekday",55,"Oct"
11,2020,"St Asaph St",19,47,17,"Weekday",36,"Oct"
11,2020,"The Crossing",19,47,17,"Weekday",55,"Oct"
11,2020,"Hereford St",19,47,17,"Weekday",56,"Oct"
12,2020,"Hereford St",19,47,13,"Weekday",57,"Oct"
12,2020,"Lichfield",19,47,13,"Weekday",53,"Oct"
12,2020,"Art gallery",19,47,13,"Weekday",87,"Oct"
12,2020,"Lichfield St ",19,47,13,"Weekday",73,"Oct"
12,2020,"West End",19,47,13,"Weekday",87,"Oct"
13,2020,"Lichfield St ",19,49,9,"Weekday",64,"Oct"
13,2020,"Art gallery",19,49,9,"Weekday",72,"Oct"
13,2020,"Lichfield",19,49,9,"Weekday",56,"Oct"
13,2020,"St Asaph St",19,49,9,"Weekday",43,"Oct"
13,2020,"Hereford St",19,49,9,"Weekday",56,"Oct"
13,2020,"West End",19,49,9,"Weekday",87,"Oct"
14,2020,"The Crossing",18,53,12,"Weekday",63,"Oct"
14,2020,"St Asaph St",18,53,12,"Weekday",31,"Oct"
14,2020,"Lichfield",18,53,12,"Weekday",50,"Oct"
14,2020,"Lichfield St ",18,53,12,"Weekday",73,"Oct"
15,2020,"St Asaph St",16,60,18,"Weekday",31,"Oct"
15,2020,"Lichfield St ",16,60,18,"Weekday",64,"Oct"
15,2020,"Lichfield",16,60,18,"Weekday",38,"Oct"
15,2020,"Art gallery",16,60,18,"Weekday",50,"Oct"
15,2020,"The Crossing",16,60,18,"Weekday",51,"Oct"
15,2020,"Hereford St",16,60,18,"Weekday",51,"Oct"
15,2020,"West End",16,60,18,"Weekday",79,"Oct"
16,2020,"Art gallery",13,68,24,"Weekday",39,"Oct"
16,2020,"The Crossing",13,68,24,"Weekday",39,"Oct"
16,2020,"Lichfield St ",13,68,24,"Weekday",64,"Oct"
16,2020,"St Asaph St",13,68,24,"Weekday",31,"Oct"
16,2020,"Lichfield",13,68,24,"Weekday",27,"Oct"
16,2020,"West End",13,68,24,"Weekday",67,"Oct"
17,2020,"St Asaph St",11,73,27,"Weekday",31,"Oct"
17,2020,"Lichfield",11,73,27,"Weekday",16,"Oct"
17,2020,"West End",11,73,27,"Weekday",47,"Oct"
17,2020,"The Crossing",11,73,27,"Weekday",28,"Oct"
17,2020,"Hereford St",11,73,27,"Weekday",41,"Oct"
17,2020,"Art gallery",11,73,27,"Weekday",19,"Oct"
18,2020,"The Crossing",10,76,26,"Weekday",23,"Oct"
18,2020,"Lichfield",10,76,26,"Weekday",11,"Oct"
18,2020,"Lichfield St ",10,76,26,"Weekday",64,"Oct"
18,2020,"St Asaph St",10,76,26,"Weekday",37,"Oct"
18,2020,"West End",10,76,26,"Weekday",39,"Oct"
19,2020,"St Asaph St",9,77,24,"Weekday",46,"Oct"
19,2020,"The Crossing",9,77,24,"Weekday",21,"Oct"
19,2020,"West End",9,77,24,"Weekday",38,"Oct"
19,2020,"Lichfield St ",9,77,24,"Weekday",64,"Oct"
19,2020,"Hereford St",9,77,24,"Weekday",25,"Oct"
20,2020,"West End",8,80,20,"Weekday",36,"Oct"
20,2020,"The Crossing",8,80,20,"Weekday",18,"Oct"
20,2020,"Hereford St",8,80,20,"Weekday",23,"Oct"
20,2020,"Art gallery",8,80,20,"Weekday",2,"Oct"
20,2020,"Lichfield",8,80,20,"Weekday",7,"Oct"
20,2020,"Lichfield St ",8,80,20,"Weekday",73,"Oct"
20,2020,"St Asaph St",8,80,20,"Weekday",43,"Oct"
21,2020,"Lichfield St ",7,81,17,"Weekday",75,"Oct"
21,2020,"Art gallery",7,81,17,"Weekday",0,"Oct"
21,2020,"The Crossing",7,81,17,"Weekday",17,"Oct"
21,2020,"Lichfield",7,81,17,"Weekday",5,"Oct"
21,2020,"Hereford St",7,81,17,"Weekday",17,"Oct"
21,2020,"West End",7,81,17,"Weekday",35,"Oct"
21,2020,"St Asaph St",7,81,17,"Weekday",37,"Oct"
22,2020,"Lichfield",7,82,15,"Weekday",3,"Oct"
22,2020,"Lichfield St ",7,82,15,"Weekday",73,"Oct"
22,2020,"West End",7,82,15,"Weekday",34,"Oct"
22,2020,"Art gallery",7,82,15,"Weekday",0,"Oct"
22,2020,"Hereford St",7,82,15,"Weekday",14,"Oct"
22,2020,"St Asaph St",7,82,15,"Weekday",17,"Oct"
23,2020,"Art gallery",7,83,12,"Weekday",0,"Oct"
23,2020,"The Crossing",7,83,12,"Weekday",15,"Oct"
23,2020,"Lichfield",7,83,12,"Weekday",2,"Oct"
23,2020,"Lichfield St ",7,83,12,"Weekday",58,"Oct"
23,2020,"Hereford St",7,83,12,"Weekday",14,"Oct"
0,2020,"Art gallery",7,85,10,"Weekday",0,"Oct"
0,2020,"West End",7,85,10,"Weekday",34,"Oct"
0,2020,"Lichfield",7,85,10,"Weekday",0,"Oct"
0,2020,"Lichfield St ",7,85,10,"Weekday",58,"Oct"
0,2020,"The Crossing",7,85,10,"Weekday",15,"Oct"
0,2020,"Hereford St",7,85,10,"Weekday",13,"Oct"
1,2020,"Lichfield",7,95,10,"Weekday",0,"Oct"
1,2020,"Hereford St",7,95,10,"Weekday",13,"Oct"
1,2020,"St Asaph St",7,95,10,"Weekday",6,"Oct"
1,2020,"West End",7,95,10,"Weekday",34,"Oct"
1,2020,"The Crossing",7,95,10,"Weekday",15,"Oct"
2,2020,"Art gallery",7,95,10,"Weekday",0,"Oct"
2,2020,"Lichfield",7,95,10,"Weekday",0,"Oct"
2,2020,"St Asaph St",7,95,10,"Weekday",6,"Oct"
2,2020,"West End",7,95,10,"Weekday",34,"Oct"
2,2020,"Lichfield St ",7,95,10,"Weekday",58,"Oct"
3,2020,"West End",6,95,10,"Weekday",34,"Oct"
3,2020,"St Asaph St",6,95,10,"Weekday",8,"Oct"
3,2020,"Art gallery",6,95,10,"Weekday",1,"Oct"
3,2020,"Hereford St",6,95,10,"Weekday",13,"Oct"
3,2020,"Lichfield St ",6,95,10,"Weekday",58,"Oct"
5,2020,"Art gallery",6,95,10,"Weekday",1,"Oct"
5,2020,"Hereford St",6,95,10,"Weekday",13,"Oct"
5,2020,"St Asaph St",6,95,10,"Weekday",22,"Oct"
5,2020,"West End",6,95,10,"Weekday",34,"Oct"
5,2020,"Lichfield",6,95,10,"Weekday",0,"Oct"
5,2020,"The Crossing",6,95,10,"Weekday",15,"Oct"
6,2020,"St Asaph St",7,95,10,"Weekday",22,"Oct"
6,2020,"Hereford St",7,95,10,"Weekday",21,"Oct"
6,2020,"Lichfield",7,95,10,"Weekday",3,"Oct"
6,2020,"Lichfield St ",7,95,10,"Weekday",50,"Oct"
6,2020,"Art gallery",7,95,10,"Weekday",1,"Oct"
6,2020,"The Crossing",7,95,10,"Weekday",16,"Oct"
6,2020,"West End",7,95,10,"Weekday",37,"Oct"
7,2020,"The Crossing",7,95,10,"Weekday",16,"Oct"
7,2020,"West End",7,95,10,"Weekday",42,"Oct"
7,2020,"Lichfield St ",7,95,10,"Weekday",55,"Oct"
8,2020,"Hereford St",8,89,13,"Weekday",36,"Oct"
8,2020,"The Crossing",8,89,13,"Weekday",22,"Oct"
8,2020,"Art gallery",8,89,13,"Weekday",13,"Oct"
8,2020,"St Asaph St",8,89,13,"Weekday",29,"Oct"
8,2020,"Lichfield St ",8,89,13,"Weekday",55,"Oct"
9,2020,"Art gallery",9,77,15,"Weekday",39,"Oct"
9,2020,"The Crossing",9,77,15,"Weekday",29,"Oct"
9,2020,"Hereford St",9,77,15,"Weekday",45,"Oct"
9,2020,"St Asaph St",9,77,15,"Weekday",37,"Oct"
9,2020,"West End",9,77,15,"Weekday",79,"Oct"
9,2020,"Lichfield St ",9,77,15,"Weekday",55,"Oct"
10,2020,"Art gallery",11,67,15,"Weekday",59,"Oct"
10,2020,"West End",11,67,15,"Weekday",80,"Oct"
11,2020,"The Crossing",13,52,14,"Weekday",56,"Oct"
11,2020,"Hereford St",13,52,14,"Weekday",55,"Oct"
11,2020,"St Asaph St",13,52,14,"Weekday",37,"Oct"
11,2020,"Art gallery",13,52,14,"Weekday",77,"Oct"
11,2020,"Lichfield St ",13,52,14,"Weekday",45,"Oct"
12,2020,"Lichfield",16,38,12,"Weekday",54,"Oct"
12,2020,"Art gallery",16,38,12,"Weekday",82,"Oct"
12,2020,"Hereford St",16,38,12,"Weekday",58,"Oct"
12,2020,"Lichfield St ",16,38,12,"Weekday",55,"Oct"
12,2020,"The Crossing",16,38,12,"Weekday",68,"Oct"
12,2020,"West End",16,38,12,"Weekday",82,"Oct"
13,2020,"Lichfield St ",17,33,13,"Weekday",58,"Oct"
13,2020,"West End",17,33,13,"Weekday",84,"Oct"
13,2020,"Lichfield",17,33,13,"Weekday",57,"Oct"
13,2020,"The Crossing",17,33,13,"Weekday",73,"Oct"
13,2020,"Art gallery",17,33,13,"Weekday",80,"Oct"
13,2020,"Hereford St",17,33,13,"Weekday",61,"Oct"
13,2020,"St Asaph St",17,33,13,"Weekday",44,"Oct"
14,2020,"Art gallery",17,33,17,"Weekday",72,"Oct"
14,2020,"West End",17,33,17,"Weekday",81,"Oct"
14,2020,"Lichfield",17,33,17,"Weekday",54,"Oct"
14,2020,"St Asaph St",17,33,17,"Weekday",46,"Oct"
14,2020,"Hereford St",17,33,17,"Weekday",60,"Oct"
15,2020,"Lichfield St ",17,36,19,"Weekday",45,"Oct"
15,2020,"Art gallery",17,36,19,"Weekday",55,"Oct"
15,2020,"Lichfield",17,36,19,"Weekday",41,"Oct"
15,2020,"Hereford St",17,36,19,"Weekday",59,"Oct"
15,2020,"St Asaph St",17,36,19,"Weekday",37,"Oct"
16,2020,"Lichfield St ",15,45,28,"Weekday",55,"Oct"
16,2020,"Art gallery",15,45,28,"Weekday",33,"Oct"
16,2020,"Lichfield",15,45,28,"Weekday",27,"Oct"
16,2020,"St Asaph St",15,45,28,"Weekday",29,"Oct"
16,2020,"West End",15,45,28,"Weekday",64,"Oct"
16,2020,"Hereford St",15,45,28,"Weekday",51,"Oct"
16,2020,"The Crossing",15,45,28,"Weekday",41,"Oct"
17,2020,"Lichfield St ",12,58,34,"Weekday",50,"Oct"
17,2020,"Art gallery",12,58,34,"Weekday",16,"Oct"
17,2020,"The Crossing",12,58,34,"Weekday",27,"Oct"
17,2020,"Hereford St",12,58,34,"Weekday",37,"Oct"
18,2020,"Art gallery",10,69,35,"Weekday",13,"Oct"
18,2020,"Hereford St",10,69,35,"Weekday",27,"Oct"
18,2020,"Lichfield St ",10,69,35,"Weekday",55,"Oct"
18,2020,"St Asaph St",10,69,35,"Weekday",51,"Oct"
18,2020,"The Crossing",10,69,35,"Weekday",22,"Oct"
18,2020,"Lichfield",10,69,35,"Weekday",12,"Oct"
19,2020,"Hereford St",9,71,32,"Weekday",24,"Oct"
19,2020,"Lichfield St ",9,71,32,"Weekday",55,"Oct"
19,2020,"St Asaph St",9,71,32,"Weekday",51,"Oct"
19,2020,"Art gallery",9,71,32,"Weekday",12,"Oct"
19,2020,"Lichfield",9,71,32,"Weekday",10,"Oct"
19,2020,"The Crossing",9,71,32,"Weekday",21,"Oct"
19,2020,"West End",9,71,32,"Weekday",37,"Oct"
20,2020,"Hereford St",8,69,28,"Weekday",20,"Oct"
20,2020,"The Crossing",8,69,28,"Weekday",21,"Oct"
20,2020,"West End",8,69,28,"Weekday",36,"Oct"
20,2020,"St Asaph St",8,69,28,"Weekday",37,"Oct"
20,2020,"Art gallery",8,69,28,"Weekday",7,"Oct"
21,2020,"Hereford St",8,69,25,"Weekday",17,"Oct"
21,2020,"The Crossing",8,69,25,"Weekday",19,"Oct"
21,2020,"Art gallery",8,69,25,"Weekday",4,"Oct"
21,2020,"Lichfield",8,69,25,"Weekday",5,"Oct"
21,2020,"West End",8,69,25,"Weekday",35,"Oct"
22,2020,"Hereford St",8,68,23,"Weekday",15,"Oct"
22,2020,"Art gallery",8,68,23,"Weekday",4,"Oct"
22,2020,"Lichfield",8,68,23,"Weekday",3,"Oct"
22,2020,"The Crossing",8,68,23,"Weekday",16,"Oct"
22,2020,"West End",8,68,23,"Weekday",35,"Oct"
22,2020,"Lichfield St ",8,68,23,"Weekday",73,"Oct"
22,2020,"St Asaph St",8,68,23,"Weekday",11,"Oct"
23,2020,"Hereford St",7,68,21,"Weekday",15,"Oct"
23,2020,"Lichfield",7,68,21,"Weekday",3,"Oct"
23,2020,"Lichfield St ",7,68,21,"Weekday",75,"Oct"
23,2020,"St Asaph St",7,68,21,"Weekday",9,"Oct"
23,2020,"Art gallery",7,68,21,"Weekday",4,"Oct"
23,2020,"West End",7,68,21,"Weekday",34,"Oct"
0,2020,"Lichfield St ",7,67,19,"Weekday",75,"Oct"
0,2020,"St Asaph St",7,67,19,"Weekday",6,"Oct"
0,2020,"Lichfield",7,67,19,"Weekday",0,"Oct"
0,2020,"Hereford St",7,67,19,"Weekday",15,"Oct"
1,2020,"The Crossing",6,93,15,"Weekday",16,"Oct"
1,2020,"Art gallery",6,93,15,"Weekday",4,"Oct"
1,2020,"Lichfield St ",6,93,15,"Weekday",75,"Oct"
1,2020,"St Asaph St",6,93,15,"Weekday",6,"Oct"
1,2020,"Hereford St",6,93,15,"Weekday",15,"Oct"
2,2020,"Lichfield",6,94,15,"Weekday",0,"Oct"
2,2020,"The Crossing",6,94,15,"Weekday",16,"Oct"
2,2020,"St Asaph St",6,94,15,"Weekday",6,"Oct"
2,2020,"West End",6,94,15,"Weekday",34,"Oct"
2,2020,"Lichfield St ",6,94,15,"Weekday",75,"Oct"
3,2020,"Lichfield",6,94,15,"Weekday",0,"Oct"
3,2020,"Lichfield St ",6,94,15,"Weekday",75,"Oct"
3,2020,"St Asaph St",6,94,15,"Weekday",6,"Oct"
3,2020,"West End",6,94,15,"Weekday",35,"Oct"
3,2020,"The Crossing",6,94,15,"Weekday",16,"Oct"
3,2020,"Hereford St",6,94,15,"Weekday",15,"Oct"
3,2020,"Art gallery",6,94,15,"Weekday",4,"Oct"
4,2020,"Lichfield St ",6,95,14,"Weekday",75,"Oct"
4,2020,"Art gallery",6,95,14,"Weekday",4,"Oct"
4,2020,"St Asaph St",6,95,14,"Weekday",8,"Oct"
4,2020,"Hereford St",6,95,14,"Weekday",15,"Oct"
4,2020,"Lichfield",6,95,14,"Weekday",0,"Oct"
4,2020,"West End",6,95,14,"Weekday",35,"Oct"
5,2020,"Art gallery",6,95,14,"Weekday",4,"Oct"
5,2020,"Lichfield",6,95,14,"Weekday",0,"Oct"
5,2020,"The Crossing",6,95,14,"Weekday",16,"Oct"
5,2020,"Lichfield St ",6,95,14,"Weekday",75,"Oct"
5,2020,"St Asaph St",6,95,14,"Weekday",17,"Oct"
5,2020,"Hereford St",6,95,14,"Weekday",15,"Oct"
6,2020,"West End",6,95,12,"Weekday",36,"Oct"
6,2020,"The Crossing",6,95,12,"Weekday",16,"Oct"
6,2020,"Hereford St",6,95,12,"Weekday",21,"Oct"
6,2020,"Art gallery",6,95,12,"Weekday",4,"Oct"
6,2020,"St Asaph St",6,95,12,"Weekday",29,"Oct"
6,2020,"Lichfield St ",6,95,12,"Weekday",64,"Oct"
7,2020,"Art gallery",5,95,11,"Weekday",4,"Oct"
7,2020,"St Asaph St",5,95,11,"Weekday",37,"Oct"
7,2020,"Lichfield St ",5,95,11,"Weekday",55,"Oct"
7,2020,"Hereford St",5,95,11,"Weekday",26,"Oct"
7,2020,"The Crossing",5,95,11,"Weekday",18,"Oct"
8,2020,"Art gallery",6,85,12,"Weekday",19,"Oct"
8,2020,"The Crossing",6,85,12,"Weekday",24,"Oct"
8,2020,"Hereford St",6,85,12,"Weekday",36,"Oct"
8,2020,"St Asaph St",6,85,12,"Weekday",31,"Oct"
8,2020,"Lichfield St ",6,85,12,"Weekday",64,"Oct"
8,2020,"Lichfield",6,85,12,"Weekday",17,"Oct"
9,2020,"The Crossing",6,80,12,"Weekday",34,"Oct"
9,2020,"Art gallery",6,80,12,"Weekday",46,"Oct"
9,2020,"West End",6,80,12,"Weekday",80,"Oct"
10,2020,"Art gallery",7,77,12,"Weekday",58,"Oct"
10,2020,"The Crossing",7,77,12,"Weekday",52,"Oct"
10,2020,"Lichfield",7,77,12,"Weekday",45,"Oct"
10,2020,"St Asaph St",7,77,12,"Weekday",46,"Oct"
10,2020,"Hereford St",7,77,12,"Weekday",56,"Oct"
10,2020,"West End",7,77,12,"Weekday",80,"Oct"
10,2020,"Lichfield St ",7,77,12,"Weekday",55,"Oct"
11,2020,"Lichfield",7,75,12,"Weekday",52,"Oct"
11,2020,"Art gallery",7,75,12,"Weekday",78,"Oct"
11,2020,"Lichfield St ",7,75,12,"Weekday",64,"Oct"
11,2020,"West End",7,75,12,"Weekday",82,"Oct"
11,2020,"St Asaph St",7,75,12,"Weekday",49,"Oct"
11,2020,"The Crossing",7,75,12,"Weekday",68,"Oct"
11,2020,"Hereford St",7,75,12,"Weekday",54,"Oct"
12,2020,"The Crossing",8,71,11,"Weekday",78,"Oct"
12,2020,"Hereford St",8,71,11,"Weekday",56,"Oct"
12,2020,"Lichfield",8,71,11,"Weekday",58,"Oct"
12,2020,"Art gallery",8,71,11,"Weekday",80,"Oct"
12,2020,"Lichfield St ",8,71,11,"Weekday",64,"Oct"
12,2020,"West End",8,71,11,"Weekday",84,"Oct"
12,2020,"St Asaph St",8,71,11,"Weekday",40,"Oct"
13,2020,"Art gallery",8,67,11,"Weekday",76,"Oct"
13,2020,"Lichfield",8,67,11,"Weekday",58,"Oct"
13,2020,"Hereford St",8,67,11,"Weekday",54,"Oct"
13,2020,"West End",8,67,11,"Weekday",86,"Oct"
14,2020,"The Crossing",9,62,12,"Weekday",71,"Oct"
14,2020,"St Asaph St",9,62,12,"Weekday",54,"Oct"
14,2020,"Art gallery",9,62,12,"Weekday",61,"Oct"
14,2020,"Lichfield",9,62,12,"Weekday",51,"Oct"
14,2020,"Lichfield St ",9,62,12,"Weekday",64,"Oct"
14,2020,"Hereford St",9,62,12,"Weekday",54,"Oct"
15,2020,"St Asaph St",9,61,12,"Weekday",47,"Oct"
15,2020,"Lichfield St ",9,61,12,"Weekday",64,"Oct"
15,2020,"Lichfield",9,61,12,"Weekday",40,"Oct"
15,2020,"Art gallery",9,61,12,"Weekday",42,"Oct"
15,2020,"The Crossing",9,61,12,"Weekday",59,"Oct"
15,2020,"Hereford St",9,61,12,"Weekday",51,"Oct"
15,2020,"West End",9,61,12,"Weekday",76,"Oct"
16,2020,"Hereford St",9,61,12,"Weekday",47,"Oct"
16,2020,"The Crossing",9,61,12,"Weekday",45,"Oct"
16,2020,"Lichfield St ",9,61,12,"Weekday",64,"Oct"
16,2020,"St Asaph St",9,61,12,"Weekday",31,"Oct"
16,2020,"Lichfield",9,61,12,"Weekday",28,"Oct"
16,2020,"West End",9,61,12,"Weekday",64,"Oct"
17,2020,"Lichfield St ",8,61,11,"Weekday",64,"Oct"
17,2020,"St Asaph St",8,61,11,"Weekday",29,"Oct"
17,2020,"Lichfield",8,61,11,"Weekday",17,"Oct"
17,2020,"The Crossing",8,61,11,"Weekday",30,"Oct"
17,2020,"Art gallery",8,61,11,"Weekday",14,"Oct"
18,2020,"The Crossing",8,61,10,"Weekday",24,"Oct"
18,2020,"Lichfield",8,61,10,"Weekday",14,"Oct"
18,2020,"Art gallery",8,61,10,"Weekday",9,"Oct"
18,2020,"Lichfield St ",8,61,10,"Weekday",64,"Oct"
18,2020,"Hereford St",8,61,10,"Weekday",28,"Oct"
18,2020,"St Asaph St",8,61,10,"Weekday",36,"Oct"
18,2020,"West End",8,61,10,"Weekday",45,"Oct"
19,2020,"Art gallery",8,61,9,"Weekday",8,"Oct"
19,2020,"St Asaph St",8,61,9,"Weekday",49,"Oct"
19,2020,"The Crossing",8,61,9,"Weekday",23,"Oct"
19,2020,"Lichfield",8,61,9,"Weekday",12,"Oct"
19,2020,"Hereford St",8,61,9,"Weekday",24,"Oct"
20,2020,"The Crossing",7,65,7,"Weekday",21,"Oct"
20,2020,"Hereford St",7,65,7,"Weekday",22,"Oct"
20,2020,"Art gallery",7,65,7,"Weekday",1,"Oct"
20,2020,"Lichfield",7,65,7,"Weekday",8,"Oct"
20,2020,"Lichfield St ",7,65,7,"Weekday",64,"Oct"
20,2020,"St Asaph St",7,65,7,"Weekday",43,"Oct"
21,2020,"Lichfield St ",7,65,5,"Weekday",64,"Oct"
21,2020,"Art gallery",7,65,5,"Weekday",1,"Oct"
21,2020,"The Crossing",7,65,5,"Weekday",20,"Oct"
21,2020,"Lichfield",7,65,5,"Weekday",5,"Oct"
21,2020,"Hereford St",7,65,5,"Weekday",15,"Oct"
21,2020,"West End",7,65,5,"Weekday",40,"Oct"
21,2020,"St Asaph St",7,65,5,"Weekday",26,"Oct"
22,2020,"Lichfield",7,67,3,"Weekday",3,"Oct"
22,2020,"Lichfield St ",7,67,3,"Weekday",58,"Oct"
22,2020,"Art gallery",7,67,3,"Weekday",1,"Oct"
22,2020,"Hereford St",7,67,3,"Weekday",14,"Oct"
23,2020,"Art gallery",7,67,3,"Weekday",1,"Oct"
23,2020,"St Asaph St",7,67,3,"Weekday",17,"Oct"
23,2020,"Lichfield",7,67,3,"Weekday",2,"Oct"
23,2020,"Lichfield St ",7,67,3,"Weekday",67,"Oct"
23,2020,"Hereford St",7,67,3,"Weekday",13,"Oct"
23,2020,"West End",7,67,3,"Weekday",34,"Oct"
0,2020,"Art gallery",6,68,3,"Weekday",1,"Oct"
0,2020,"The Crossing",6,68,3,"Weekday",16,"Oct"
0,2020,"Lichfield St ",6,68,3,"Weekday",67,"Oct"
0,2020,"St Asaph St",6,68,3,"Weekday",17,"Oct"
0,2020,"Lichfield",6,68,3,"Weekday",0,"Oct"
0,2020,"Hereford St",6,68,3,"Weekday",13,"Oct"
0,2020,"West End",6,68,3,"Weekday",34,"Oct"
1,2020,"Art gallery",1,73,8,"Weekday",1,"Oct"
1,2020,"Lichfield St ",1,73,8,"Weekday",67,"Oct"
1,2020,"St Asaph St",1,73,8,"Weekday",11,"Oct"
1,2020,"Hereford St",1,73,8,"Weekday",13,"Oct"
2,2020,"Lichfield",0,73,7,"Weekday",0,"Oct"
2,2020,"Art gallery",0,73,7,"Weekday",1,"Oct"
2,2020,"The Crossing",0,73,7,"Weekday",17,"Oct"
2,2020,"St Asaph St",0,73,7,"Weekday",9,"Oct"
2,2020,"Hereford St",0,73,7,"Weekday",13,"Oct"
2,2020,"West End",0,73,7,"Weekday",34,"Oct"
2,2020,"Lichfield St ",0,73,7,"Weekday",67,"Oct"
3,2020,"Lichfield",0,74,8,"Weekday",0,"Oct"
3,2020,"St Asaph St",0,74,8,"Weekday",14,"Oct"
3,2020,"West End",0,74,8,"Weekday",35,"Oct"
3,2020,"The Crossing",0,74,8,"Weekday",16,"Oct"
3,2020,"Hereford St",0,74,8,"Weekday",13,"Oct"
3,2020,"Art gallery",0,74,8,"Weekday",1,"Oct"
4,2020,"The Crossing",-1,74,8,"Weekday",16,"Oct"
4,2020,"Art gallery",-1,74,8,"Weekday",1,"Oct"
4,2020,"St Asaph St",-1,74,8,"Weekday",14,"Oct"
4,2020,"Hereford St",-1,74,8,"Weekday",14,"Oct"
4,2020,"Lichfield",-1,74,8,"Weekday",0,"Oct"
5,2020,"Art gallery",-1,74,8,"Weekday",1,"Oct"
5,2020,"Lichfield",-1,74,8,"Weekday",0,"Oct"
5,2020,"The Crossing",-1,74,8,"Weekday",16,"Oct"
5,2020,"Lichfield St ",-1,74,8,"Weekday",67,"Oct"
5,2020,"St Asaph St",-1,74,8,"Weekday",20,"Oct"
5,2020,"Hereford St",-1,74,8,"Weekday",14,"Oct"
6,2020,"West End",-1,75,9,"Weekday",36,"Oct"
6,2020,"The Crossing",-1,75,9,"Weekday",17,"Oct"
6,2020,"Hereford St",-1,75,9,"Weekday",19,"Oct"
6,2020,"Art gallery",-1,75,9,"Weekday",1,"Oct"
6,2020,"St Asaph St",-1,75,9,"Weekday",37,"Oct"
6,2020,"Lichfield",-1,75,9,"Weekday",1,"Oct"
7,2020,"Art gallery",-1,75,9,"Weekday",1,"Oct"
7,2020,"St Asaph St",-1,75,9,"Weekday",43,"Oct"
7,2020,"Lichfield St ",-1,75,9,"Weekday",64,"Oct"
7,2020,"West End",-1,75,9,"Weekday",42,"Oct"
7,2020,"The Crossing",-1,75,9,"Weekday",19,"Oct"
8,2020,"The Crossing",2,71,9,"Weekday",23,"Oct"
8,2020,"St Asaph St",2,71,9,"Weekday",39,"Oct"
8,2020,"Lichfield",2,71,9,"Weekday",17,"Oct"
9,2020,"The Crossing",7,63,12,"Weekday",33,"Oct"
9,2020,"St Asaph St",7,63,12,"Weekday",57,"Oct"
9,2020,"West End",7,63,12,"Weekday",72,"Oct"
9,2020,"Lichfield",7,63,12,"Weekday",30,"Oct"
9,2020,"Hereford St",7,63,12,"Weekday",44,"Oct"
10,2020,"Art gallery",9,56,15,"Weekday",43,"Oct"
10,2020,"The Crossing",9,56,15,"Weekday",54,"Oct"
10,2020,"Lichfield",9,56,15,"Weekday",41,"Oct"
10,2020,"West End",9,56,15,"Weekday",74,"Oct"
10,2020,"Lichfield St ",9,56,15,"Weekday",58,"Oct"
11,2020,"Art gallery",10,51,17,"Weekday",50,"Oct"
11,2020,"West End",10,51,17,"Weekday",74,"Oct"
11,2020,"St Asaph St",10,51,17,"Weekday",47,"Oct"
11,2020,"The Crossing",10,51,17,"Weekday",68,"Oct"
12,2020,"The Crossing",11,48,19,"Weekday",79,"Oct"
12,2020,"Hereford St",11,48,19,"Weekday",60,"Oct"
12,2020,"Lichfield",11,48,19,"Weekday",57,"Oct"
12,2020,"Art gallery",11,48,19,"Weekday",71,"Oct"
12,2020,"Lichfield St ",11,48,19,"Weekday",58,"Oct"
12,2020,"West End",11,48,19,"Weekday",77,"Oct"
12,2020,"St Asaph St",11,48,19,"Weekday",40,"Oct"
13,2020,"Lichfield St ",12,48,21,"Weekday",58,"Oct"
13,2020,"Art gallery",12,48,21,"Weekday",76,"Oct"
13,2020,"The Crossing",12,48,21,"Weekday",82,"Oct"
13,2020,"Lichfield",12,48,21,"Weekday",61,"Oct"
13,2020,"Hereford St",12,48,21,"Weekday",56,"Oct"
14,2020,"The Crossing",13,49,24,"Weekday",74,"Oct"
14,2020,"St Asaph St",13,49,24,"Weekday",40,"Oct"
14,2020,"Art gallery",13,49,24,"Weekday",67,"Oct"
14,2020,"Lichfield",13,49,24,"Weekday",53,"Oct"
14,2020,"Lichfield St ",13,49,24,"Weekday",64,"Oct"
14,2020,"Hereford St",13,49,24,"Weekday",49,"Oct"
15,2020,"St Asaph St",13,50,25,"Weekday",34,"Oct"
15,2020,"Lichfield St ",13,50,25,"Weekday",64,"Oct"
15,2020,"Lichfield",13,50,25,"Weekday",41,"Oct"
15,2020,"Art gallery",13,50,25,"Weekday",43,"Oct"
15,2020,"Hereford St",13,50,25,"Weekday",45,"Oct"
15,2020,"West End",13,50,25,"Weekday",69,"Oct"
16,2020,"Hereford St",12,51,27,"Weekday",40,"Oct"
16,2020,"Art gallery",12,51,27,"Weekday",30,"Oct"
16,2020,"The Crossing",12,51,27,"Weekday",45,"Oct"
16,2020,"Lichfield St ",12,51,27,"Weekday",64,"Oct"
16,2020,"St Asaph St",12,51,27,"Weekday",34,"Oct"
16,2020,"Lichfield",12,51,27,"Weekday",31,"Oct"
16,2020,"West End",12,51,27,"Weekday",62,"Oct"
17,2020,"Lichfield St ",12,53,28,"Weekday",67,"Oct"
